indices,lat,lon,year
-1.277438,40.75,-0.75,2019
-1.380061,40.75,-0.25,2019
-1.601267,40.75,0.25,2019
-1.59012,40.75,0.75,2019
-1.431867,41.25,-6.25,2019
-1.399823,41.25,-5.75,2019
-1.552402,41.25,-5.25,2019
-1.731762,41.25,-4.75,2019
-1.722095,41.25,-4.25,2019
-1.584803,41.25,-3.75,2019
-1.591544,41.25,-3.25,2019
-1.456098,41.25,-2.75,2019
-1.624699,41.25,-2.25,2019
-1.414349,41.25,-1.75,2019
-1.64468,41.25,-1.25,2019
-1.501289,41.25,-0.75,2019
-1.652916,41.25,-0.25,2019
-1.543066,41.25,0.25,2019
-1.427732,41.25,0.75,2019
-1.500848,41.25,1.25,2019
-1.492842,41.25,1.75,2019
-1.547659,41.25,2.25,2019
-1.110932,41.75,-6.25,2019
-1.411343,41.75,-5.75,2019
-1.417215,41.75,-5.25,2019
-1.535622,41.75,-4.75,2019
-1.59225,41.75,-4.25,2019
-1.47042,41.75,-3.75,2019
-1.381337,41.75,-3.25,2019
-1.364885,41.75,-2.75,2019
-1.091623,41.75,-2.25,2019
-1.084741,41.75,-1.75,2019
-1.337549,41.75,-1.25,2019
-1.439001,41.75,-0.75,2019
-1.534634,41.75,-0.25,2019
-1.413303,41.75,0.25,2019
-1.27697,41.75,0.75,2019
-1.117138,41.75,1.25,2019
-1.149961,41.75,1.75,2019
-1.133712,41.75,2.25,2019
-1.039223,41.75,2.75,2019
-1.079216,41.75,3.25,2019
-0.3073383,42.25,-8.75,2019
-0.3014261,42.25,-8.25,2019
-0.3332863,42.25,-7.75,2019
-0.4808331,42.25,-7.25,2019
-0.4243247,42.25,-6.75,2019
-0.6135952,42.25,-6.25,2019
-1.026614,42.25,-5.75,2019
-1.039392,42.25,-5.25,2019
-1.218345,42.25,-4.75,2019
-1.212614,42.25,-4.25,2019
-1.211018,42.25,-3.75,2019
-0.6824049,42.25,-3.25,2019
-0.7205397,42.25,-2.75,2019
-0.7502074,42.25,-2.25,2019
-1.024511,42.25,-1.75,2019
-1.100396,42.25,-1.25,2019
-0.8773421,42.25,-0.75,2019
-1.010337,42.25,-0.25,2019
-0.8337742,42.25,0.25,2019
-0.6043053,42.25,0.75,2019
-0.6604502,42.25,1.25,2019
-0.7001642,42.25,1.75,2019
-0.71157,42.25,2.25,2019
-0.9400095,42.25,2.75,2019
-1.061339,42.25,3.25,2019
0.0817472,42.75,-9.25,2019
-0.1043941,42.75,-8.75,2019
-0.161683,42.75,-8.25,2019
-0.2301207,42.75,-7.75,2019
-0.3265744,42.75,-7.25,2019
-0.3441099,42.75,-6.75,2019
-0.3715402,42.75,-6.25,2019
-0.5569144,42.75,-5.75,2019
-0.6109236,42.75,-5.25,2019
-0.7356791,42.75,-4.75,2019
-0.5946773,42.75,-4.25,2019
-0.6948091,42.75,-3.75,2019
-0.4371282,42.75,-3.25,2019
-0.4556756,42.75,-2.75,2019
-0.4126835,42.75,-2.25,2019
-0.5859816,42.75,-1.75,2019
-0.6106045,42.75,-1.25,2019
-0.4197837,42.75,-0.75,2019
-0.3706399,42.75,-0.25,2019
-0.3467669,42.75,0.75,2019
-0.5635701,42.75,1.25,2019
0.2169631,43.25,-9.25,2019
0.06496143,43.25,-8.75,2019
-0.08509017,43.25,-8.25,2019
-0.1005626,43.25,-7.75,2019
-0.1484279,43.25,-7.25,2019
-0.1163451,43.25,-6.75,2019
-0.1490518,43.25,-6.25,2019
-0.314291,43.25,-5.75,2019
-0.3015178,43.25,-5.25,2019
-0.3274911,43.25,-4.75,2019
-0.1798767,43.25,-4.25,2019
-0.1865012,43.25,-3.75,2019
0.07526249,43.25,-3.25,2019
-0.1852423,43.25,-2.75,2019
-0.2061093,43.25,-2.25,2019
-0.2527243,43.25,-1.75,2019
0.1194612,43.75,-8.25,2019
0.02778248,43.75,-7.75,2019
-0.02516015,43.75,-7.25,2019
-0.1264564,43.75,-6.75,2019
-0.1951359,43.75,-6.25,2019
-0.4611788,43.75,-5.75,2019
-0.4657083,43.75,-5.25,2019
-1.959631,27.75,-18.25,2020
-1.998681,27.75,-17.75,2020
-1.876707,27.75,-15.75,2020
-2.12322,27.75,-15.25,2020
-1.894985,28.25,-17.25,2020
-1.923921,28.25,-16.75,2020
-1.836158,28.25,-16.25,2020
-1.8592,28.25,-15.75,2020
-2.050045,28.25,-15.25,2020
-2.20111,28.25,-14.25,2020
-2.363519,28.25,-13.75,2020
-1.857555,28.75,-17.75,2020
-1.895776,28.75,-16.25,2020
-2.206846,28.75,-13.75,2020
-2.238582,29.25,-13.75,2020
-1.409305,36.25,-6.25,2020
-1.41646,36.25,-5.75,2020
-1.51166,36.25,-5.25,2020
-1.318246,36.75,-6.25,2020
-1.454128,36.75,-5.75,2020
-1.459668,36.75,-5.25,2020
-1.54877,36.75,-4.75,2020
-1.836372,36.75,-4.25,2020
-1.95585,36.75,-3.75,2020
-1.658528,36.75,-3.25,2020
-1.720215,36.75,-2.75,2020
-1.691241,36.75,-2.25,2020
-1.838988,36.75,-1.75,2020
-1.239905,37.25,-7.25,2020
-1.204687,37.25,-6.75,2020
-1.293503,37.25,-6.25,2020
-1.429848,37.25,-5.75,2020
-1.46814,37.25,-5.25,2020
-1.615681,37.25,-4.75,2020
-1.72898,37.25,-4.25,2020
-1.779538,37.25,-3.75,2020
-1.419747,37.25,-3.25,2020
-1.209157,37.25,-2.75,2020
-1.312851,37.25,-2.25,2020
-1.610111,37.25,-1.75,2020
-1.101856,37.75,-7.25,2020
-1.179964,37.75,-6.75,2020
-1.27039,37.75,-6.25,2020
-1.379718,37.75,-5.75,2020
-1.50069,37.75,-5.25,2020
-1.587501,37.75,-4.75,2020
-1.834987,37.75,-4.25,2020
-1.664966,37.75,-3.75,2020
-1.303975,37.75,-3.25,2020
-1.195605,37.75,-2.75,2020
-1.221674,37.75,-2.25,2020
-1.105265,37.75,-1.75,2020
-1.339794,37.75,-1.25,2020
-1.611981,37.75,-0.75,2020
-1.246369,38.25,-7.25,2020
-1.186432,38.25,-6.75,2020
-1.217324,38.25,-6.25,2020
-1.269479,38.25,-5.75,2020
-1.330041,38.25,-5.25,2020
-1.486805,38.25,-4.75,2020
-1.506096,38.25,-4.25,2020
-1.511327,38.25,-3.75,2020
-1.276143,38.25,-3.25,2020
-1.25948,38.25,-2.75,2020
-1.158256,38.25,-2.25,2020
-1.024385,38.25,-1.75,2020
-1.049132,38.25,-1.25,2020
-1.517862,38.25,-0.75,2020
-1.323066,38.25,-0.25,2020
-1.212978,38.75,-6.75,2020
-1.327645,38.75,-6.25,2020
-1.343933,38.75,-5.75,2020
-1.262662,38.75,-5.25,2020
-1.351867,38.75,-4.75,2020
-1.289478,38.75,-4.25,2020
-1.24214,38.75,-3.75,2020
-1.218258,38.75,-3.25,2020
-0.9216334,38.75,-2.75,2020
-0.6296561,38.75,-2.25,2020
-0.789416,38.75,-1.75,2020
-0.7753876,38.75,-1.25,2020
-0.9149284,38.75,-0.75,2020
-1.277751,38.75,-0.25,2020
-1.058119,38.75,0.25,2020
-0.9762817,38.75,1.25,2020
-1.026786,39.25,-6.75,2020
-1.256031,39.25,-6.25,2020
-1.21976,39.25,-5.75,2020
-1.092887,39.25,-5.25,2020
-1.068806,39.25,-4.75,2020
-1.186599,39.25,-4.25,2020
-0.9744978,39.25,-3.75,2020
-1.000801,39.25,-3.25,2020
-0.9294289,39.25,-2.75,2020
-0.3216145,39.25,-2.25,2020
-0.5135581,39.25,-1.75,2020
-0.3229613,39.25,-1.25,2020
-0.6218972,39.25,-0.75,2020
-0.8410156,39.25,-0.25,2020
-0.6453105,39.25,1.25,2020
-0.786061,39.25,1.75,2020
-0.9627591,39.25,2.75,2020
-1.026023,39.25,3.25,2020
-0.6325921,39.75,-7.25,2020
-0.7246352,39.75,-6.75,2020
-1.023517,39.75,-6.25,2020
-1.008788,39.75,-5.75,2020
-0.9805699,39.75,-5.25,2020
-0.8617156,39.75,-4.75,2020
-0.9269211,39.75,-4.25,2020
-0.9269593,39.75,-3.75,2020
-0.8825558,39.75,-3.25,2020
-0.6835489,39.75,-2.75,2020
-0.2753657,39.75,-2.25,2020
-0.1242006,39.75,-1.75,2020
0.07378251,39.75,-1.25,2020
-0.07616839,39.75,-0.75,2020
-0.5544012,39.75,-0.25,2020
-0.6631971,39.75,2.25,2020
-0.9191911,39.75,2.75,2020
-0.7361851,39.75,3.25,2020
-0.6455753,39.75,3.75,2020
-0.5523047,39.75,4.25,2020
-0.5681441,40.25,-6.75,2020
-0.6550538,40.25,-6.25,2020
-0.6591834,40.25,-5.75,2020
-0.5732972,40.25,-5.25,2020
-0.6531006,40.25,-4.75,2020
-0.8604645,40.25,-4.25,2020
-0.9216899,40.25,-3.75,2020
-0.804163,40.25,-3.25,2020
-0.7409943,40.25,-2.75,2020
-0.6825414,40.25,-2.25,2020
-0.3059955,40.25,-1.75,2020
-0.1141226,40.25,-1.25,2020
-0.2565523,40.25,-0.75,2020
-0.5566453,40.25,-0.25,2020
-0.9157364,40.25,0.25,2020
-0.7426234,40.25,3.75,2020
-0.8141582,40.25,4.25,2020
-0.4873013,40.75,-6.75,2020
-0.6298987,40.75,-6.25,2020
-0.6119184,40.75,-5.75,2020
-0.6754298,40.75,-5.25,2020
-0.6451488,40.75,-4.75,2020
-0.5349546,40.75,-4.25,2020
-0.6998333,40.75,-3.75,2020
-1.014564,40.75,-3.25,2020
-1.111912,40.75,-2.75,2020
-0.815103,40.75,-2.25,2020
-0.1163705,40.75,-1.75,2020
-0.1282162,40.75,-1.25,2020
-0.2615042,40.75,-0.75,2020
-0.3185889,40.75,-0.25,2020
-0.6053093,40.75,0.25,2020
-0.7733898,40.75,0.75,2020
-0.8266674,41.25,-6.25,2020
-0.9415177,41.25,-5.75,2020
-1.065151,41.25,-5.25,2020
-1.099823,41.25,-4.75,2020
-0.9873964,41.25,-4.25,2020
-0.8938588,41.25,-3.75,2020
-0.7505167,41.25,-3.25,2020
-0.8986667,41.25,-2.75,2020
-0.5708002,41.25,-2.25,2020
-0.5589287,41.25,-1.75,2020
-0.3243192,41.25,-1.25,2020
-0.4557784,41.25,-0.75,2020
-0.4542904,41.25,-0.25,2020
-0.6571126,41.25,0.25,2020
-0.4892744,41.25,0.75,2020
-0.6574748,41.25,1.25,2020
-0.6825489,41.25,1.75,2020
-0.7194994,41.25,2.25,2020
-0.8719848,41.75,-6.25,2020
-0.9864393,41.75,-5.75,2020
-1.05884,41.75,-5.25,2020
-1.011192,41.75,-4.75,2020
-1.135645,41.75,-4.25,2020
-0.661419,41.75,-3.75,2020
-0.8732092,41.75,-3.25,2020
-0.6522937,41.75,-2.75,2020
-0.3984544,41.75,-2.25,2020
-0.5647712,41.75,-1.75,2020
-0.8312389,41.75,-1.25,2020
-1.012551,41.75,-0.75,2020
-0.594159,41.75,-0.25,2020
-0.6489391,41.75,0.25,2020
-0.5438972,41.75,0.75,2020
-0.6253375,41.75,1.25,2020
-0.5789372,41.75,1.75,2020
-0.7469819,41.75,2.25,2020
-0.8795298,41.75,2.75,2020
-1.046714,41.75,3.25,2020
-0.6346269,42.25,-8.75,2020
-0.6357947,42.25,-8.25,2020
-0.7043807,42.25,-7.75,2020
-0.7310404,42.25,-7.25,2020
-0.6222939,42.25,-6.75,2020
-0.8833387,42.25,-6.25,2020
-1.014543,42.25,-5.75,2020
-1.086928,42.25,-5.25,2020
-1.388446,42.25,-4.75,2020
-1.115001,42.25,-4.25,2020
-1.142174,42.25,-3.75,2020
-0.8438352,42.25,-3.25,2020
-0.6744475,42.25,-2.75,2020
-0.600924,42.25,-2.25,2020
-0.6414922,42.25,-1.75,2020
-0.7450929,42.25,-1.25,2020
-0.6213031,42.25,-0.75,2020
-0.4690139,42.25,-0.25,2020
-0.5820646,42.25,0.25,2020
-0.2601464,42.25,0.75,2020
-0.3740023,42.25,1.25,2020
-0.4140025,42.25,1.75,2020
-0.5644296,42.25,2.25,2020
-1.02753,42.25,2.75,2020
-1.218501,42.25,3.25,2020
-0.4778283,42.75,-9.25,2020
-0.617133,42.75,-8.75,2020
-0.5942633,42.75,-8.25,2020
-0.6904156,42.75,-7.75,2020
-0.7766273,42.75,-7.25,2020
-0.7028856,42.75,-6.75,2020
-0.6549764,42.75,-6.25,2020
-0.8203173,42.75,-5.75,2020
-0.8600118,42.75,-5.25,2020
-0.8162003,42.75,-4.75,2020
-0.9408296,42.75,-4.25,2020
-0.8513915,42.75,-3.75,2020
-0.8499695,42.75,-3.25,2020
-0.5883443,42.75,-2.75,2020
-0.4495369,42.75,-2.25,2020
-0.3423978,42.75,-1.75,2020
-0.3444134,42.75,-1.25,2020
0.0388255,42.75,-0.75,2020
0.1030288,42.75,-0.25,2020
0.08889747,42.75,0.75,2020
-0.09663276,42.75,1.25,2020
-0.4644383,43.25,-9.25,2020
-0.5467164,43.25,-8.75,2020
-0.6915258,43.25,-8.25,2020
-0.65347,43.25,-7.75,2020
-0.7411087,43.25,-7.25,2020
-0.7548031,43.25,-6.75,2020
-0.7667827,43.25,-6.25,2020
-0.6406454,43.25,-5.75,2020
-0.6564419,43.25,-5.25,2020
-0.8651103,43.25,-4.75,2020
-0.84829,43.25,-4.25,2020
-0.9168419,43.25,-3.75,2020
-0.922566,43.25,-3.25,2020
-0.3753132,43.25,-2.75,2020
-0.215897,43.25,-2.25,2020
-0.1602943,43.25,-1.75,2020
-0.7612621,43.75,-8.25,2020
-0.8116913,43.75,-7.75,2020
-0.9008285,43.75,-7.25,2020
-0.9231768,43.75,-6.75,2020
-0.9062361,43.75,-6.25,2020
-1.030882,43.75,-5.75,2020
-0.9895543,43.75,-5.25,2020
